c Mesh Graph
c 25 Rows, 25 columns, capacities in range [0, 50]
p max 627 1850
a 572 596 4
a 573 599 23
a 573 598 24
a 573 597 4
a 574 600 17
a 574 599 34
a 574 598 37
a 575 601 28
a 575 600 45
a 575 599 25
a 576 577 19
a 576 601 9
a 576 600 6
a 577 603 40
a 577 602 17
a 577 626 6
a 578 604 1
a 578 603 25
a 578 602 10
a 579 605 42
a 579 604 1
a 579 603 35
a 580 606 44
a 580 605 44
a 580 604 33
a 581 607 19
a 581 606 12
a 581 605 1
a 582 608 44
a 582 607 17
a 582 606 38
a 583 609 19
a 583 608 23
a 583 607 33
a 584 610 3
a 584 609 9
a 584 608 7
a 585 611 49
a 585 610 36
a 585 609 23
a 586 612 7
a 586 611 43
a 586 610 3
a 587 613 24
a 587 612 50
a 587 611 23
a 588 614 50
a 588 613 11
a 588 612 13
a 589 615 50
a 589 614 46
a 589 613 13
a 590 616 45
a 590 615 28
a 590 614 5
a 591 617 6
a 591 616 28
a 591 615 50
a 592 618 25
a 592 617 17
a 592 616 18
a 593 619 47
a 593 618 49
a 593 617 13
a 594 620 5
a 594 619 7
a 594 618 34
a 595 621 42
a 595 620 32
a 595 619 36
a 596 622 35
a 596 621 34
a 596 620 34
a 597 623 36
a 597 622 6
a 597 621 42
a 598 624 47
a 598 623 20
a 598 622 17
a 599 625 42
a 599 624 33
a 599 623 18
a 600 626 21
a 600 625 39
a 600 624 19
a 601 602 1
a 601 626 38
a 601 625 14
a 602 627 150
a 603 627 150
a 604 627 150
a 605 627 150
a 606 627 150
a 607 627 150
a 608 627 150
a 609 627 150
a 610 627 150
a 611 627 150
a 612 627 150
a 613 627 150
a 614 627 150
a 615 627 150
a 616 627 150
a 617 627 150
a 618 627 150
a 619 627 150
a 620 627 150
a 621 627 150
a 622 627 150
a 623 627 150
a 624 627 150
a 625 627 150
a 626 627 150
